file,isin,fund_name,amc,category,fund_category,years_of_prediction,rmse,rmse_percent,cagr,sip_cagr,annualized_volatility,risk_band
SBIBankingPSUWeeklyIDCWPayoutDirectPlan_INF200K01V24.xlsx,INF200K01V24,SBI Banking & PSU Weekly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Banking and PSU Fund,10.54,43.348,3.87,7.82,8.49,1.56,Low
ShriramBalancedAdvantageIDCWPayoutDirectPlan_INF680P01224.xlsx,INF680P01224,Shriram Balanced Advantage IDCW Payout Direct Plan,SHRIRAMMUTUALFUND_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,5.43,1.6172,11.07,12.54,10.06,9.59,Low
SundaramConsumptionGrowthDirectPlan_INF903J01NH5.xlsx,INF903J01NH5,Sundaram Consumption Growth Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,11.2879,22.77,23.04,19.32,15.28,Medium
SundaramCorporateBondGrowthDirectPlan_INF903J01NR4.xlsx,INF903J01NR4,Sundaram Corporate Bond Growth Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Corporate Bond Fund,11.61,3.7701,13.38,7.59,8.32,2.01,Low
SundaramConservativeHybridMonthlyIDCWReinvestDirectPlan_INF903J01OT8.xlsx,INF903J01OT8,Sundaram Conservative Hybrid Monthly IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Conservative Hybrid Fund,8.36,0.4421,3.28,1.27,0.58,6.03,Low
SBIHealthcareOpportunitiesGrowthDirectPlan_INF200K01UP2.xlsx,INF200K01UP2,SBI Healthcare Opportunities Growth Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.98,51.7715,25.96,29.59,27.68,16.56,Medium
SBIContraGrowthDirectPlan_INF200K01RA0.xlsx,INF200K01RA0,SBI Contra Growth Direct Plan,SBIMutualFund_MF,Equity,Contra Fund,11.98,38.8103,23.39,26.82,21.4,15.28,Medium
SBIRetirementBenefitConservativeGrowthDirectPlan_INF200KA1T39.xlsx,INF200KA1T39,SBI Retirement Benefit Conservative Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Retirement Fund,3.82,0.8041,6.52,10.9,10.09,3.28,Low
SundaramConservativeHybridMonthlyIDCWPayoutDirectPlan_INF903J01OQ4.xlsx,INF903J01OQ4,Sundaram Conservative Hybrid Monthly IDCW Payout Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Conservative Hybrid Fund,8.36,0.4421,3.28,1.27,0.58,6.03,Low
SBICreditRiskIDCWPayoutDirectPlan_INF200K01SU6.xlsx,INF200K01SU6,SBI Credit Risk IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Credit Risk Fund,11.96,1.0987,6.79,8.81,9.13,2.74,Low
SBIRetirementBenefitConservativeHybridIDCWPayoutDirectPlan_INF200KA1T88.xlsx,INF200KA1T88,SBI Retirement Benefit Conservative Hybrid IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Retirement Fund,3.82,1.1183,8.43,13.12,11.28,5.64,Low
SBIShortTermDebtFortnightlyIDCWPayoutDirectPlan_INF200K01VD6.xlsx,INF200K01VD6,SBI Short Term Debt Fortnightly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Short Duration Fund,11.95,1.7731,11.41,7.98,8.61,2.69,Low
SBIBlueChipIDCWPayoutDirectPlan_INF200K01QW6.xlsx,INF200K01QW6,SBI Blue Chip IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Large Cap Fund,11.98,7.1595,21.96,19.78,17.03,16.04,Medium
SBITechnologyOpportunitiesGrowthDirectPlan_INF200K01RV6.xlsx,INF200K01RV6,SBI Technology Opportunities Growth Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.96,19.8439,19.64,20.38,20.62,17.22,Medium
SBINiftyIndexIDCWPayoutDirectPlan_INF200K01TD0.xlsx,INF200K01TD0,SBI Nifty Index IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Index Funds,11.96,12.3138,20.53,18.32,16.02,16.4,Medium
SBIEquityMinimumVarianceGrowthDirectPlan_INF200KA1A71.xlsx,INF200KA1A71,SBI Equity Minimum Variance Growth Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,5.73,2.4263,14.33,18.2,14.13,15.96,Medium
SBIMagnumLowDurationMonthlyIDCWPayoutDirectPlan_INF200K01VO3.xlsx,INF200K01VO3,SBI Magnum Low Duration Monthly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Low Duration Fund,11.95,39.4823,3.28,7.58,7.97,1.64,Low
SBIFloatingRateDebtQuarterlyIDCWPayoutDirectPlan_INF200KA1S06.xlsx,INF200KA1S06,SBI Floating Rate Debt Quarterly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Floater Fund,4.11,0.2389,2.07,7.98,8.43,0.64,Low
SBIConservativeHybridGrowthDirectPlan_INF200K01TS8.xlsx,INF200K01TS8,SBI Conservative Hybrid Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Conservative Hybrid Fund,11.95,8.616,18.55,11.91,11.06,4.31,Low
SBIEquitySavingMonthlyIDCWPayoutDirectPlan_INF200KA1DH9.xlsx,INF200KA1DH9,SBI Equity Saving Monthly IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Equity Savings,9.55,2.3074,14.96,13.63,12.59,6.95,Low
SBIFloatingRateDebtGrowthDirectPlan_INF200KA1R64.xlsx,INF200KA1R64,SBI Floating Rate Debt Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Floater Fund,4.11,0.2445,2.12,7.98,8.43,0.65,Low
SBIMagnumChildrensBenefitSavingGrowthDirectPlan_INF200K01QR6.xlsx,INF200K01QR6,SBI Magnum Childrens Benefit Saving Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Childrens Fund,11.95,12.7272,19.83,13.99,13.53,5.46,Low
SBIRetirementBenefitAggressiveHybridGrowthDirectPlan_INF200KA1S97.xlsx,INF200KA1S97,SBI Retirement Benefit Aggressive Hybrid Growth Direct Plan,SBIMutualFund_MF,Equity,Retirement Fund,3.84,1.7419,11.14,18.36,14.78,10.65,Low
SBIContraIDCWPayoutDirectPlan_INF200K01QZ9.xlsx,INF200K01QZ9,SBI Contra IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Contra Fund,11.98,8.4514,22.8,26.82,21.4,16.17,Medium
SBIMagnumMediumDurationGrowthDirectPlan_INF200K01VB0.xlsx,INF200K01VB0,SBI Magnum Medium Duration Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Medium Duration Fund,11.89,5.4797,15.3,8.43,8.79,2.47,Low
ShriramAggressiveHybridGrowthDirectPlan_INF680P01042.xlsx,INF680P01042,Shriram Aggressive Hybrid Growth Direct Plan,SHRIRAMMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,11.04,4.0238,19.55,15.91,13.32,11.74,Low
SundaramConservativeHybridHalfYearlyIDCWReinvestDirectPlan_INF903J01OV4.xlsx,INF903J01OV4,Sundaram Conservative Hybrid Half Yearly IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Conservative Hybrid Fund,11.94,1.4741,9.11,8.86,8.37,9.66,Low
SundaramArbitrageMonthlyIDCWReinvestDirectPlan_INF173K01NE0.xlsx,INF173K01NE0,Sundaram Arbitrage Monthly IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Arbitrage Fund,2.97,0.3191,2.7,7.19,7.62,0.94,Low
SBIShortTermDebtGrowthDirectPlan_INF200K01VE4.xlsx,INF200K01VE4,SBI Short Term Debt Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Short Duration Fund,11.96,2.7678,12.06,7.98,8.61,1.4,Low
ShriramELSSTaxSaverIDCWPayoutDirectPlan_INF680P01166.xlsx,INF680P01166,Shriram ELSS Tax Saver IDCW Payout Direct Plan,SHRIRAMMUTUALFUND_MF,ELSS,ELSS,5.89,2.6825,15.86,16.98,12.26,17.21,Medium
SBIESGExclusionaryStrategyGrowthDirectPlan_INF200K01SE0.xlsx,INF200K01SE0,SBI ESG Exclusionary Strategy Growth Direct Plan,SBIMutualFund_MF,Equity,Equity - ESG Fund,11.98,28.0578,21.79,18.79,16.44,15.92,Medium
SBIMulticapGrowthDirectPlan_INF200KA18E2.xlsx,INF200KA18E2,SBI Multicap Growth Direct Plan,SBIMutualFund_MF,Equity,Multi Cap Fund,2.78,0.9331,6.77,17.16,21.26,11.92,Low
SBIBlueChipGrowthDirectPlan_INF200K01QX4.xlsx,INF200K01QX4,SBI Blue Chip Growth Direct Plan,SBIMutualFund_MF,Equity,Large Cap Fund,11.98,10.8837,22.09,19.78,17.03,15.56,Medium
SBIMagnumLowDurationFortnightlyIDCWPayoutDirectPlan_INF200K01VL9.xlsx,INF200K01VL9,SBI Magnum Low Duration Fortnightly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Low Duration Fund,11.95,19.5621,1.77,7.58,7.96,1.24,Low
SundaramBalancedAdvantageMonthlyIDCWReinvestDirectPlan_INF173K01FG1.xlsx,INF173K01FG1,Sundaram Balanced Advantage Monthly IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,2.97,0.7283,4.05,7.06,5.4,8.11,Low
SundaramConservativeHybridHalfYearlyIDCWPayoutDirectPlan_INF903J01OS0.xlsx,INF903J01OS0,Sundaram Conservative Hybrid Half Yearly IDCW Payout Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Conservative Hybrid Fund,11.94,1.4741,9.11,8.86,8.37,9.66,Low
SBIMagnumGlobalIDCWPayoutDirectPlan_INF200K01SM3.xlsx,INF200K01SM3,SBI Magnum Global IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.98,18.0831,22.26,13.48,8.77,13.34,Low
ShriramFlexiCapGrowthDirectPlan_INF680P01109.xlsx,INF680P01109,Shriram Flexi Cap Growth Direct Plan,SHRIRAMMUTUALFUND_MF,Equity,Flexi Cap Fund,6.21,2.5713,16.04,17.81,12.28,17.47,Medium
SBIMagnumCommaGrowthDirectPlan_INF200K01SB6.xlsx,INF200K01SB6,SBI Magnum Comma Growth Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.97,11.1142,21.84,21.65,18.5,18.92,Medium
SBIDynamicBondGrowthDirectPlan_INF200K01RD4.xlsx,INF200K01RD4,SBI Dynamic Bond Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Dynamic Bond,11.96,4.3863,17.23,8.76,8.86,3.47,Low
SBICorporateBondIDCWPayoutDirectPlan_INF200KA1YT0.xlsx,INF200KA1YT0,SBI Corporate Bond IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Corporate Bond Fund,5.85,0.595,4.8,8.0,8.7,1.81,Low
SBIMagnumIncomeQuarterlyIDCWPayoutDirectPlan_INF200K01YT6.xlsx,INF200K01YT6,SBI Magnum Income Quarterly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Medium to Long Duration Fund,11.75,1.7456,11.16,8.6,8.75,3.48,Low
ShriramAggressiveHybridIDCWReinvestDirectPlan_INF680P01067.xlsx,INF680P01067,Shriram Aggressive Hybrid IDCW Reinvest Direct Plan,SHRIRAMMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,11.04,3.1357,18.99,15.74,13.12,12.4,Low
SBIPSUIDCWPayoutDirectPlan_INF200K01UX6.xlsx,INF200K01UX6,SBI PSU IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.98,2.7129,19.08,39.49,31.8,20.46,Medium
SBIMagnumConstantMaturityGrowthDirectPlan_INF200K01SK7.xlsx,INF200K01SK7,SBI Magnum Constant Maturity Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Gilt Fund with 10 year constant duration,11.96,5.9366,13.72,9.1,9.5,3.1,Low
SBIOvernightDailyIDCWReinvestDirectPlan_INF200K01TJ7.xlsx,INF200K01TJ7,SBI Overnight Daily IDCW Reinvest Direct Plan,SBIMutualFund_MF,Debt - Bonds,Overnight Fund,12.13,2.7497,0.26,6.41,6.48,0.12,Low
SBITechnologyOpportunitiesIDCWPayoutDirectPlan_INF200K01RU8.xlsx,INF200K01RU8,SBI Technology Opportunities IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.98,14.5128,19.4,20.38,20.62,18.27,Medium
SBIConsumptionOpportunitiesGrowthDirectPlan_INF200K01RM5.xlsx,INF200K01RM5,SBI Consumption Opportunities Growth Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.96,38.2072,24.59,21.9,16.59,15.03,Medium
SundaramAggressiveHybridMonthlyIDCWPayoutDirectPlan_INF173K01FB2.xlsx,INF173K01FB2,Sundaram Aggressive Hybrid Monthly IDCW Payout Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,2.97,1.3617,3.32,5.78,4.55,9.96,Low
SBICorporateBondGrowthDirectPlan_INF200KA1YR4.xlsx,INF200KA1YR4,SBI Corporate Bond Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Corporate Bond Fund,5.85,0.6538,4.99,8.0,8.7,1.73,Low
SBIEquityMinimumVarianceIDCWPayoutDirectPlan_INF200KA1A97.xlsx,INF200KA1A97,SBI Equity Minimum Variance IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,5.73,2.4286,14.34,18.2,14.13,15.96,Medium
SBIOvernightWeeklyIDCWPayoutDirectPlan_INF200K01TM1.xlsx,INF200K01TM1,SBI Overnight Weekly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Overnight Fund,12.11,2.8393,0.26,6.41,6.48,0.58,Low
SBIConservativeHybridAnnualIDCWPayoutDirectPlan_INF200K01TR0.xlsx,INF200K01TR0,SBI Conservative Hybrid Annual IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Conservative Hybrid Fund,11.95,3.0403,15.5,11.91,11.06,5.89,Low
SBIMagnumUltraShortDurationGrowthDirectPlan_INF200K01TF5.xlsx,INF200K01TF5,SBI Magnum Ultra Short Duration Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Ultra Short Duration Fund,12.14,144.2282,3.56,7.28,7.59,0.39,Low
SundaramCorporateBondAnnualIDCWPayoutDirectPlan_INF903J01OX0.xlsx,INF903J01OX0,Sundaram Corporate Bond Annual IDCW Payout Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Corporate Bond Fund,8.23,0.7543,4.95,6.31,7.06,3.2,Low
SBIInfrastructureIDCWPayoutDirectPlan_INF200K01RR4.xlsx,INF200K01RR4,SBI Infrastructure IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.98,4.7217,23.97,30.04,23.85,17.74,Medium
SBINiftyNext50IndexIDCWPayoutDirectPlan_INF200KA1W26.xlsx,INF200KA1W26,SBI Nifty Next 50 Index IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Index Funds,3.57,1.0864,7.6,23.19,20.41,18.49,Medium
SBIUSSpecificEquityActiveFoFGrowthDirectPlan_INF200KA1U28.xlsx,INF200KA1U28,SBI US Specific Equity Active FoF Growth Direct Plan,SBIMutualFund_MF,Equity,Fund of Funds,3.7,1.3644,10.14,19.96,21.44,21.17,Medium
SBIMagnumMidcapGrowthDirectPlan_INF200K01TP4.xlsx,INF200K01TP4,SBI Magnum Midcap Growth Direct Plan,SBIMutualFund_MF,Equity,Mid Cap Fund,11.98,26.7883,24.19,23.84,19.44,15.4,Medium
SBIRetirementBenefitAggressiveHybridIDCWPayoutDirectPlan_INF200KA1T05.xlsx,INF200KA1T05,SBI Retirement Benefit Aggressive Hybrid IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Retirement Fund,3.84,1.7186,10.99,18.36,14.78,10.65,Low
SBIMagnumLowDurationGrowthDirectPlan_INF200K01VM7.xlsx,INF200K01VM7,SBI Magnum Low Duration Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Low Duration Fund,11.96,144.1121,5.77,7.57,7.96,0.66,Low
SundaramConservativeHybridQuarterlyIDCWPayoutDirectPlan_INF903J01OR2.xlsx,INF903J01OR2,Sundaram Conservative Hybrid Quarterly IDCW Payout Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Conservative Hybrid Fund,11.76,1.8503,11.99,8.4,7.32,5.26,Low
SBINiftyNext50IndexGrowthDirectPlan_INF200KA1W00.xlsx,INF200KA1W00,SBI Nifty Next 50 Index Growth Direct Plan,SBIMutualFund_MF,Equity,Index Funds,3.57,1.0651,7.45,23.19,20.41,18.49,Medium
SBIShortTermDebtMonthlyIDCWPayoutDirectPlan_INF200K01VG9.xlsx,INF200K01VG9,SBI Short Term Debt Monthly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Short Duration Fund,11.94,0.9716,7.02,7.88,8.49,1.87,Low
SBICreditRiskGrowthDirectPlan_INF200K01SV4.xlsx,INF200K01SV4,SBI Credit Risk Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Credit Risk Fund,11.96,3.2245,10.04,8.81,9.13,1.31,Low
SBIMagnumMidcapIDCWPayoutDirectPlan_INF200K01TO7.xlsx,INF200K01TO7,SBI Magnum Midcap IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Mid Cap Fund,11.98,14.9185,23.04,23.84,19.44,16.4,Medium
SBIFlexicapGrowthDirectPlan_INF200K01UG1.xlsx,INF200K01UG1,SBI Flexicap Growth Direct Plan,SBIMutualFund_MF,Equity,Flexi Cap Fund,11.96,13.1813,22.1,17.37,14.42,15.24,Medium
SBIMagnumChildrensBenefitInvestmentGrowthDirectPlan_INF200KA1R07.xlsx,INF200KA1R07,SBI Magnum Childrens Benefit Investment Growth Direct Plan,SBIMutualFund_MF,Equity,Childrens Fund,4.2,2.9842,10.02,25.61,23.44,12.53,Low
ShriramFlexiCapIDCWPayoutDirectPlan_INF680P01125.xlsx,INF680P01125,Shriram Flexi Cap IDCW Payout Direct Plan,SHRIRAMMUTUALFUND_MF,Equity,Flexi Cap Fund,6.21,2.5323,15.89,17.64,12.11,17.47,Medium
SBIFocusedEquityGrowthDirectPlan_INF200K01RJ1.xlsx,INF200K01RJ1,SBI Focused Equity Growth Direct Plan,SBIMutualFund_MF,Equity,Focused Fund,11.98,38.7561,21.71,19.88,18.8,13.7,Low
SBICPSEBondPlusSDLSep20265050IndexGrowthDirectPlan_INF200KA13D5.xlsx,INF200KA13D5,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Index Funds - Fixed Income,2.9,0.2627,2.38,7.08,7.97,0.86,Low
SundaramCorporateBondAnnualIDCWReinvestDirectPlan_INF903J01OZ5.xlsx,INF903J01OZ5,Sundaram Corporate Bond Annual IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Corporate Bond Fund,8.23,0.7543,4.95,6.31,7.06,3.2,Low
SBIGoldIDCWPayoutDirectPlan_INF200K01RO1.xlsx,INF200K01RO1,SBI Gold IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Fund of Funds,11.96,2.5804,18.71,22.77,27.61,12.98,Low
SBIMagnumLowDurationWeeklyIDCWPayoutDirectPlan_INF200K01VP0.xlsx,INF200K01VP0,SBI Magnum Low Duration Weekly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Low Duration Fund,11.96,18.9458,1.74,7.57,7.96,0.88,Low
SBIShortTermDebtWeeklyIDCWPayoutDirectPlan_INF200K01VI5.xlsx,INF200K01VI5,SBI Short Term Debt Weekly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Short Duration Fund,11.96,0.3845,3.37,7.98,8.61,1.6,Low
SBIMagnumConstantMaturityIDCWPayoutDirectPlan_INF200K01SJ9.xlsx,INF200K01SJ9,SBI Magnum Constant Maturity IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Gilt Fund with 10 year constant duration,11.96,1.6481,10.92,9.11,9.5,3.43,Low
SBIEquityHybridIDCWPayoutDirectPlan_INF200K01RX2.xlsx,INF200K01RX2,SBI Equity Hybrid IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Aggressive Hybrid Fund,11.98,9.1296,17.76,18.35,18.42,11.41,Low
SBIRetirementBenefitAggressiveIDCWPayoutDirectPlan_INF200KA1S63.xlsx,INF200KA1S63,SBI Retirement Benefit Aggressive IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Retirement Fund,3.84,1.9455,11.75,20.47,15.9,13.08,Low
SBIDynamicBondIDCWPayoutDirectPlan_INF200K01RC6.xlsx,INF200K01RC6,SBI Dynamic Bond IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Dynamic Bond,11.96,1.674,10.91,8.76,8.86,4.09,Low
SBIFloatingRateDebtMonthlyIDCWPayoutDirectPlan_INF200KA1R80.xlsx,INF200KA1R80,SBI Floating Rate Debt Monthly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Floater Fund,4.11,0.2375,2.06,7.98,8.43,0.65,Low
SBILiquidWeeklyIDCWPayoutDirectPlan_INF200K01UV0.xlsx,INF200K01UV0,SBI Liquid Weekly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Liquid Fund,12.13,8.8064,0.79,6.47,6.23,0.64,Low
ShriramOvernightGrowthDirectPlan_INF680P01323.xlsx,INF680P01323,Shriram Overnight Growth Direct Plan,SHRIRAMMUTUALFUND_MF,Debt - Bonds,Overnight Fund,2.4,0.0227,0.2,5.21,6.41,0.02,Low
SBIEquitySavingQuarterlyIDCWPayoutDirectPlan_INF200KA1DJ5.xlsx,INF200KA1DJ5,SBI Equity Saving Quarterly IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Equity Savings,9.55,2.4723,15.53,13.61,12.57,7.02,Low
SBILiquidFortnightlyIDCWPayoutDirectPlan_INF200K01US6.xlsx,INF200K01US6,SBI Liquid Fortnightly IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Liquid Fund,11.45,9.3904,0.87,7.0,7.18,0.86,Low
SBIOvernightGrowthDirectPlan_INF200K01TK5.xlsx,INF200K01TK5,SBI Overnight Growth Direct Plan,SBIMutualFund_MF,Debt - Bonds,Overnight Fund,12.13,37.0171,1.2,6.41,6.48,0.1,Low
SundaramArbitrageMonthlyIDCWPayoutDirectPlan_INF173K01NC4.xlsx,INF173K01NC4,Sundaram Arbitrage Monthly IDCW Payout Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Arbitrage Fund,2.97,0.3191,2.7,7.19,7.62,0.94,Low
SBIESGExclusionaryStrategyIDCWPayoutDirectPlan_INF200K01SD2.xlsx,INF200K01SD2,SBI ESG Exclusionary Strategy IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Equity - ESG Fund,11.98,10.0105,20.06,18.79,16.44,17.53,Medium
SBIShortTermDebtFortnightlyIDCWReinvestDirectPlan_INF200K01VC8.xlsx,INF200K01VC8,SBI Short Term Debt Fortnightly IDCW Reinvest Direct Plan,SBIMutualFund_MF,Debt - Bonds,Short Duration Fund,11.95,1.7731,11.41,7.98,8.61,2.69,Low
SundaramBalancedAdvantageGrowthDirectPlan_INF173K01FI7.xlsx,INF173K01FI7,Sundaram Balanced Advantage Growth Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Dynamic Asset Allocation or Balanced Advantage,2.97,2.3666,6.84,15.01,13.73,7.64,Low
SBIUSSpecificEquityActiveFoFIDCWPayoutDirectPlan_INF200KA1U44.xlsx,INF200KA1U44,SBI US Specific Equity Active FoF IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Fund of Funds,3.7,1.3537,10.06,19.96,21.44,21.17,Medium
SBIMagnumCommaIDCWPayoutDirectPlan_INF200K01SA8.xlsx,INF200K01SA8,SBI Magnum Comma IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Sectoral/Thematic,11.98,6.3991,21.27,21.65,18.5,19.57,Medium
SundaramAggressiveHybridGrowthDirectPlan_INF173K01FE6.xlsx,INF173K01FE6,Sundaram Aggressive Hybrid Growth Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Aggressive Hybrid Fund,2.97,10.3733,6.83,17.26,15.79,9.46,Low
SundaramConservativeHybridQuarterlyIDCWReinvestDirectPlan_INF903J01OU6.xlsx,INF903J01OU6,Sundaram Conservative Hybrid Quarterly IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Debt - Bonds,Conservative Hybrid Fund,11.76,1.8503,11.99,8.4,7.32,5.26,Low
SBIMultiAssetAllocationAnnualIDCWPayoutDirectPlan_INF200K01TY6.xlsx,INF200K01TY6,SBI Multi Asset Allocation Annual IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Multi Asset Allocation,11.49,2.8138,13.87,19.63,18.33,7.9,Low
SBIRetirementBenefitAggressiveGrowthDirectPlan_INF200KA1S55.xlsx,INF200KA1S55,SBI Retirement Benefit Aggressive Growth Direct Plan,SBIMutualFund_MF,Equity,Retirement Fund,3.84,1.9612,11.84,20.47,15.9,13.08,Low
SBILargeMidcapGrowthDirectPlan_INF200K01UJ5.xlsx,INF200K01UJ5,SBI Large & Midcap Growth Direct Plan,SBIMutualFund_MF,Equity,Large & Mid Cap fund,11.98,65.2219,22.64,23.49,19.24,15.31,Medium
SBIMultiAssetAllocationMonthlyIDCWPayoutDirectPlan_INF200K01UB2.xlsx,INF200K01UB2,SBI Multi Asset Allocation Monthly IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Multi Asset Allocation,11.82,2.0807,13.05,19.63,18.33,6.61,Low
SBILongTermEquityGrowthDirectPlan_INF200K01UM9.xlsx,INF200K01UM9,SBI Long Term Equity Growth Direct Plan,SBIMutualFund_MF,ELSS,ELSS,11.98,44.2297,22.9,30.5,26.34,15.58,Medium
SundaramConsumptionIDCWReinvestDirectPlan_INF903J01NG7.xlsx,INF903J01NG7,Sundaram Consumption IDCW Reinvest Direct Plan,SUNDARAMMUTUALFUND_MF,Equity,Sectoral/Thematic,11.98,3.6987,17.25,14.3,11.32,16.58,Medium
SBISavingDailyIDCWReinvestDirectPlan_INF200K01SW2.xlsx,INF200K01SW2,SBI Saving Daily IDCW Reinvest Direct Plan,SBIMutualFund_MF,Debt - Bonds,Money Market Fund,11.95,0.1519,1.41,7.55,7.9,0.47,Low
SBIMagnumLowDurationDailyIDCWPayoutDirectPlan_INF200K01VJ3.xlsx,INF200K01VJ3,SBI Magnum Low Duration Daily IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Low Duration Fund,11.96,18.5634,1.71,7.57,7.96,0.6,Low
SBIMulticapIDCWPayoutDirectPlan_INF200KA10F6.xlsx,INF200KA10F6,SBI Multicap IDCW Payout Direct Plan,SBIMutualFund_MF,Equity,Multi Cap Fund,2.78,0.931,6.75,17.16,21.26,11.92,Low
SBIMagnumMediumDurationIDCWPayoutDirectPlan_INF200K01VA2.xlsx,INF200K01VA2,SBI Magnum Medium Duration IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Medium Duration Fund,11.67,1.5987,10.55,8.43,8.79,3.37,Low
SBISavingIDCWPayoutDirectPlan_INF200K01SY8.xlsx,INF200K01SY8,SBI Saving IDCW Payout Direct Plan,SBIMutualFund_MF,Debt - Bonds,Money Market Fund,11.96,0.3857,2.93,7.55,7.9,1.51,Low
